Train loss,Validation loss
0.5503769230077611,0.73379679551082
0.3403661327566055,0.6585461318492889
0.25314896119469626,0.6183841587709529
0.20517380097333124,0.5752048214631421
0.19762769357405882,0.5684848377747195
0.1623872164736457,0.6208116303597178
0.15792087342012376,0.5379231152789933
0.1423188957938536,0.5199263894132206
0.13500339462157876,0.5210767672530242
0.12310779923423726,0.48960584572383337
0.14113974507479743,0.5886547154613904
0.1311870695435427,0.48609132862516813
0.1190480124504171,0.4366338491972004
0.1098941411564057,0.49399933431829723
0.10823276750544175,0.44853067174553873
0.10800850710129356,0.45909635461866855
0.12002846837681246,0.5586545596165317
0.11267180844424243,0.40241056297506606
0.09818633864907657,0.40092952107744556
0.09474284285530049,0.4009301113763026
0.09054548695763165,0.4008582953895841
0.08785456004627248,0.3825046414243323
0.09263852063347311,0.4136993634913649
0.09237791223322006,0.4060091049543449
0.08726484571548707,0.39680339725954195
0.0830421562500816,0.41135588942893914
0.08042694540584788,0.4219998196831771
0.08099809464286356,0.3971564876713923
0.07699825961322071,0.4044745963599001
0.08926659567470857,0.420610169001988
0.07992693096558678,0.38441898812140735
0.07318755171515724,0.3888685926795006
0.07155035906297,0.3798053160841976
0.06962385343357841,0.36771989943725725
0.06736706667405398,0.36559232994914054
0.06543425187707584,0.3778019079672439
0.06706684604685574,0.3702615484063114
0.06657519793127947,0.3778288165905646
0.0632512642738016,0.3926835876490389
0.06416378237984398,0.38455333363796984
0.07105706305427348,0.39045585111847947
0.06342140397923515,0.3772174998585667
0.06076584334041983,0.37138321857367246
0.05916472743539249,0.3835438766117607
0.06051093818032168,0.40009684158223013
0.05936617647262818,0.3805435044957059
0.05805932678640845,0.388585605312671
0.05963214195985845,0.37822119854390623
0.055026077969189,0.37862520063562055
0.056448304398174595,0.39126611862863814
0.055941740459299345,0.3801890514258828
0.054097285245191605,0.36942041920764107
0.054894847028395706,0.3927952271487032
0.055040293198855804,0.37529720940760203
0.05426409505905314,0.37252118747149193
