Train loss,Validation loss
0.9791808850306241,0.9678238578406828
0.8897046352771514,0.9439299874273794
0.8539515088267505,0.9137965932754534
0.845745461509827,1.005994835043592
0.8392976586193962,0.9298084160579102
0.838552470035094,0.9106747483834624
0.8340853009631927,0.9121487098080772
0.8303768010062967,0.9062807791999408
0.8290153097978887,0.9090964072783079
0.8277922843229324,0.9254550344709839
0.8274303827693755,0.9136349292472005
0.8306463373536095,0.9024271233007312
0.8260551587464338,0.9014826406857797
0.8249854498049792,0.9090910921405468
0.8241257031652379,0.9111384348411645
0.8237433162602511,0.9073334565918361
0.8230292409817803,0.9177320365927049
0.8233777177843818,0.9136635838874749
0.82411252320769,0.918469720014504
0.8222219199739038,0.8946556876812662
0.821325445876402,0.8998969560222966
0.8207491727117548,0.8998462210808481
0.8205269095413188,0.9017178914376668
0.8201966794098124,0.8985243939129369
0.8201701690487683,0.9109456980068769
0.8202408671697831,0.9000533353537321
0.8195095299718215,0.9003297117139611
0.8192286805354337,0.9010854101872869
0.8191980657411769,0.8972414488505039
0.8187811494192337,0.9048250565305352
0.8195220224041352,0.9039018822833895
0.8188805524359413,0.8929344131212149
0.8185818965103537,0.9005166826769709
0.8185334006414057,0.8993861833055105
0.8183401043721061,0.8983613930642604
0.8182159716432745,0.8988277301724468
0.8180656742284642,0.9023135431376951
0.8180578578920925,0.8960880888625979
0.8178386795010796,0.8999838041939906
0.8176470467432297,0.8968131623896105
0.8176230751575633,0.8990520411570158
0.8176060306197181,0.8967305836134724
0.8174526431662513,0.8980537073420627
0.8173825010896366,0.896838806409921
0.8173486912314267,0.8986993816282068
0.8172414035083139,0.9049001463821956
0.8172160053954405,0.8993630947012986
0.8171306357664221,0.9020404063697373
0.8171904727736896,0.8983410291639822
0.8171243377547851,0.9062192264944315
0.817078373967645,0.8986652390233107
0.8169721862211584,0.9007777462314283
