Train loss,Validation loss
0.139795079,0.113810606
0.118593675,0.108258572
0.114208423,0.106766043
0.112360512,0.106723357
0.110769518,0.104450136
0.110358291,0.104654908
0.109823315,0.103984698
0.109210892,0.103784225
0.108846553,0.104072167
0.108899132,0.10325922
0.108887438,0.103117653
0.108290331,0.104333695
0.108096791,0.103074422
0.107842443,0.102823679
0.108613875,0.103532287
0.108237631,0.102980195
0.107867345,0.103581131
0.107662545,0.102671379
0.107562904,0.103324823
0.108700515,0.102725534
0.107821227,0.102783216
0.107463303,0.102592213
0.107347204,0.102700679
0.107192004,0.102553949
0.107096696,0.102838489
0.107055106,0.102899989
0.107003262,0.102530183
0.106963323,0.102693112
0.107677954,0.103618827
0.109096082,0.103427565
0.107485873,0.102635974
0.107147393,0.102831361
0.107681351,0.103957896
0.107372808,0.103017246
0.107064779,0.102676163
0.106998219,0.102673663
0.106876174,0.102932695
0.10681976,0.103320782
0.106805728,0.102790664
0.106759549,0.102960274
0.106739427,0.103492154
0.106731422,0.103062693
0.106702827,0.103323183
0.10667925,0.103033132
0.106661947,0.103114791
0.106647062,0.103051869
0.106640321,0.103289413
best valloss,0.102530183
