Train loss,Validation loss
0.4222626537881433,0.3166093263908156
0.2524392187276626,0.3373341721416052
0.222232381290293,0.35475247439130075
0.2024527886175217,0.24018208278076988
0.1839534553455159,0.32042196131910067
0.17882793599909003,0.21954883349244483
0.16143863174048337,0.276350098916529
0.1584059136277214,0.41284687924115654
0.15366136023705018,0.20021438148022364
0.14344274579363073,0.22384387336787767
0.13681647301038957,0.266799094428591
0.1312117220604802,0.23178699855759208
0.1258390700235405,0.27365298721581766
0.1268252285924506,0.21616900937224273
0.1220158555888556,0.18937331079214345
0.11558741544258785,0.3166533616284141
0.11629665101116354,0.2221105267002713
0.11305441386639116,0.1846647731564839
0.11770529772110164,0.19705245447029093
0.11994984550750191,0.5250286748612
0.1066653114509455,0.2439787244345228
0.10576790220597211,0.21711441538521156
0.10623574541772113,0.2406778049825724
0.10921512139751949,0.2615673518972471
0.09157988275675212,0.19706769534615368
0.08632568728158818,0.16079646170442824
0.08682717920784007,0.23397909308010378
0.08511266060532095,0.16670310940410543
0.0806842711081798,0.18421774403312677
0.07793687452328078,0.16631527718480876
0.08365794677626003,0.19048520763275778
0.08456008745865388,0.17315794718264702
0.07841794633052566,0.18605250590231404
0.07438506266689875,0.19103260040116896
0.07149979639499583,0.16149253558791576
0.07149575845921104,0.1549495021823012
0.06989577052029058,0.16689084756009315
0.06932139272159114,0.15996653229875457
0.07050319808849038,0.19359420491819038
0.06683739913219118,0.1929111957857718
0.06735795804045418,0.158847132261144
0.06610441181988003,0.15367480433570954
0.0648239365415299,0.16066341375990306
0.06590337429773362,0.18529251685395137
0.06606364890654139,0.18834360586312998
0.06386534200313894,0.17229726407905607
0.06345004944957514,0.16349115097151037
0.06186761242900303,0.18051681136629277
0.061312290177466394,0.1722574366254516
0.060284848180524805,0.16738493894829715
0.059365055020798974,0.173199627273425
0.058399340815164826,0.15474837255377288
0.05907081011782356,0.15010454252748917
0.05794566085831048,0.15010077310455797
0.057756134274012265,0.15688766507165772
0.05726429569051865,0.15984816964295792
0.05912212960740781,0.1509441251887308
0.058167614351539686,0.14954562257231113
0.05651731257212353,0.1680266946204938
0.05617541681357565,0.1478114044216844
0.055498133358709956,0.15128392479798225
0.054862154966449354,0.15313037154576575
0.055035676109918295,0.1683798781920424
0.055022376823552786,0.155934735621018
0.053075729824483074,0.1703408484810747
0.05303074539026475,0.15263206469078017
0.051966245400714366,0.17217077137715284
0.051135980319929,0.15843864608364777
0.051406774719688984,0.16776174430415267
0.05165018612409339,0.158715050720327
0.05141144415194338,0.15526843810865623
0.050540146701794894,0.15222161798135078
0.05012214975680578,0.16214669430919457
0.05003147194769612,0.17542448785565545
0.05002309294307933,0.17853048435936217
0.049422290385327236,0.18130249065621423
0.05000950435903621,0.1661372875210613
0.049544328126438796,0.1817236957057113
0.049473734094417667,0.16816340749168635
0.049087543936974225,0.16160680230407576
