Train loss,Validation loss
0.15300997213166664,0.11693911026190368
0.11999066686008704,0.10903371222167542
0.11360344205071582,0.10541535621804152
0.11127485304991191,0.10520287357337241
0.10993808225036304,0.10390315126174496
0.10957592791494201,0.10803426196299759
0.11024520699592198,0.10481671372752836
0.10858855091712692,0.10495483355480247
0.1087050078745513,0.10506557692050202
0.10844552971143774,0.10358341100821106
0.10796577841999697,0.10268442951304937
0.10789518709727787,0.10226506369965915
0.10775749739956729,0.10218736928218278
0.10760089332725913,0.10215726586403824
0.10747823501653213,0.10204804478978206
0.10889164286660638,0.10300108470858374
0.10804664570698763,0.10249504132849065
0.10807648424636872,0.10473245772050827
0.10860201198468233,0.10261380792882327
0.10800119979496309,0.10270208800544164
0.10761123670534016,0.10218622627622348
0.10740904573769493,0.10253825094613213
0.10726825641916397,0.10225651087530423
0.10720810790192635,0.10238140193001267
0.1071687328185946,0.10210063980152231
0.10712699608050566,0.10218433698630958
0.10710114535482172,0.10219663134422652
0.10706683939551925,0.10234438087978301
0.10699396299566814,0.1021307406568667
0.10698133780755462,0.10219907518808863
0.10696138144734708,0.10228364862019329
0.10693535156906607,0.1022244032528501
0.10693132283693967,0.10218226775032235
0.10690592309051657,0.10228329374222085
0.10688283423928016,0.10235385316898049
